BHK,type,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,Price,status,transaction,facing
2,Flat,Freehold,2,1,Delhi,Wazir Nagar,7273,2,1099.958752,8000000,Ready to Move,Resale,North - West
1,Flat,Freehold,1,2,Ghaziabad,Sadarpur,3721,1,429.9919377,1600000,Ready to Move,Resale,North
3,Flat,Freehold,3,5,Ghaziabad,T Homes,6774,3,1550.044287,10500000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,4,Noida,County 107,15014,4,3496.736379,52500000,Poss. by Dec '23,Resale,East
3,Flat,Freehold,2,2,Delhi,Mehrauli New Delhi,5278,3,663.1299735,3500000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,1,Delhi,Mahavir Enclave Part 1,18056,2,210.456358,3800000,Ready to Move,Resale,East
3,Flat,Freehold,2,3,Delhi,Rajdhani Enclave,3000,3,10833.33333,32500000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,5,Delhi,Mehrauli,37160,1,40.36598493,1500000,Ready to Move,Resale,North - West
5,Flat,Freehold,5,3,Noida,Sector 15 Block A,19464,5,4110.152076,80000000,Ready to Move,Resale,
4,Flat,Freehold,5,5,Gurgaon,Unitech The World Spa,12885,4,6596.818005,85000000,Ready to Move,Resale,
4,Flat,,4,3,Delhi,Shubh Laxmi Apartment Sector 6 Dwarka,6798,4,4927.919976,33500000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Bijwasan,7000,2,857.1428571,6000000,Ready to Move,New Property,
1,Flat,,2,NA,Delhi,Rohini,20278,1,207.1210179,4200000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,H Block-Saket,8936,3,4084.601611,36500000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Galaxy Apartment,14000,3,1500,21000000,Ready to Move,Resale,
3,Flat,,4,NA,Gurgaon,M3M Skycity,44531,3,640.003593,28500000,Ready to Move,New Property,
4,Flat,,5,NA,Gurgaon,DLF The Magnolias,8462,4,33679.98109,285000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Tilak Marg,13468,3,1410.751411,19000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Shankar Vihar,9500,3,2105.263158,20000000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Paryatan Vihar,7444,2,1276.195594,9500000,Ready to Move,Resale,
4,Flat,,5,NA,Gurgaon,Sector 27,NA,4,NA,33500000,Ready to Move,Resale,
3,Flat,Freehold,3,2,Delhi,Palm Green,10000,3,1950,19500000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,5,Delhi,DDA Flats,11429,2,1049.960626,12000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,4,Noida,Prateek Wisteria,6806,2,955.0396709,6500000,Ready to Move,Resale,East
3,Flat,Freehold,4,8,Gurgaon,Godrej Serenity,8181,3,1527.930571,12500000,Ready to Move,New Property,North
10,Flat,Freehold,NA,1,Gurgaon,Sector 38 Gurgaon,25616,10,3123.048095,80000000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Delhi,Laxmi Nagar,8547,2,585.000585,5000000,Ready to Move,Resale,East
6,Flat,Freehold,5,3,Gurgaon,Sushant Lok 1 Block C Gurgaon,15000,6,4000,60000000,Poss. by Dec '25,Resale,East
2,Flat,Freehold,2,4,Gurgaon,Zara Aavaas,5692,2,650.035137,3700000,Ready to Move,New Property,North - East
3,Flat,Freehold,2,1,Ghaziabad,Oxy Homez,3111,3,1350.048216,4200000,Ready to Move,Resale,North - West
1,Flat,Freehold,2,2,Delhi,Paryatan Vihar,10000,1,450,4500000,Ready to Move,Resale,West
3,Flat,Leasehold,2,2,Delhi,Paryatan Vihar,7037,3,1350.007105,9500000,Ready to Move,Resale,North - East
3,Flat,Freehold,4,3,Gurgaon,Gurgaon,3996,3,3503.503504,14000000,Poss. by Aug '26,Resale,North - West
2,Flat,Freehold,2,3,Noida,Pan Oasis,7976,2,521.5646941,4160000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,2,Gurgaon,Signature Global City 93,10777,2,825.8327921,8900000,Ready to Move,New Property,North - East
4,Flat,,4,1,Gurgaon,Saan Verdante,12941,4,2550.034773,33000000,Poss. by Jun '25,New Property,
2,Flat,,2,3,Delhi,East Of Kailash,13000,2,846.1538462,11000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Whiteland Blissville,2756,4,7801.161103,21500000,Ready to Move,Resale,
3,Flat,,3,NA,Faridabad,Sector 88,8494,3,729.9270073,6200000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Conscient Heritage Max,5091,3,4674.916519,23800000,Ready to Move,Resale,
2,Flat,,1,NA,Faridabad,Badarpur Metro Station,5333,2,525.0328146,2800000,Ready to Move,Resale,
3,Flat,,2,NA,Faridabad,Tirka Colony,10000,3,480,4800000,Ready to Move,Resale,
4,Flat,,3,NA,Faridabad,Housing Board Duplex,6481,4,2160.160469,14000000,Ready to Move,Resale,
2,Flat,,1,NA,Faridabad,Housing Board Duplex,5983,2,584.9908073,3500000,Poss. by Sep '27,Resale,
3,Flat,,3,NA,Noida,Spring Elmas,8202,3,1158.254084,9500000,Ready to Move,New Property,
4,Flat,,4,NA,Noida,CRC Joyous,13182,4,1107.57093,14600000,Ready to Move,New Property,
2,Flat,,2,NA,Delhi,DDA Dhruva Apartments,6403,2,2264.563486,14500000,Ready to Move,Resale,
3,Flat,,2,NA,Ghaziabad,Vasundhara Sector 9,50000,3,185.8,9290000,,New Property,
9,Flat,,9,NA,Delhi,Paschim Vihar Block B5 New Delhi,NA,9,NA,90000000,,Resale,
3,Flat,Freehold,3,2,Delhi,Masjid Moth,23663,3,2429.953937,57500000,Ready to Move,New Property,North
3,Flat,Freehold,3,3,Faridabad,SRS Pearl,4082,3,1714.845664,7000000,Ready to Move,Resale,North - East
4,Flat,Freehold,2,4,Faridabad,Mujesar Village,6889,4,899.9854841,6200000,Ready to Move,Resale,East
3,Flat,Freehold,3,3,Gurgaon,Whiteland Blissville,10526,3,1672.050162,17600000,Ready to Move,Resale,North - East
5,Flat,Leasehold,6,4,Faridabad,Omex Green Valley,17473,5,1116.007555,19500000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,4,Gurgaon,Paras Dews,7105,3,1900.070373,13500000,Ready to Move,Resale,East
3,Flat,Freehold,2,3,Delhi,Uttam Nagar,5000,3,800,4000000,Ready to Move,New Property,East
2,Flat,Freehold,2,3,Gurgaon,Malibu Town,8826,2,997.0541582,8800000,Poss. by Jun '24,Resale,East
3,Flat,Freehold,2,2,Faridabad,Era Divine Court,3077,3,1624.959376,5000000,Ready to Move,Resale,North - East
3,Flat,Leasehold,3,2,Gurgaon,Godrej Icon,7470,3,2141.900937,16000000,Ready to Move,New Property,North - East
4,Flat,Freehold,4,1,Gurgaon,Ansals Sushant Floors,15078,4,2055.975594,31000000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,2,Noida,Supertech Ecociti,5730,2,1082.024433,6200000,Ready to Move,Resale,East
3,Flat,,3,4,Noida,Paramount Golfforeste,5302,3,2451.904942,13000000,Poss. by Feb '25,Resale,
3,Flat,,3,3,Gurgaon,Signature Global City 93,6987,3,1989.408902,13900000,Ready to Move,New Property,
2,Flat,,2,1,Noida,Krystal Homes,2856,2,945.3781513,2700000,Ready to Move,New Property,
3,Flat,,3,1,Delhi,Paradise Apartment,13030,3,1650.038373,21500000,Ready to Move,Resale,
4,Flat,,4,NA,Noida,ATS Greens Village,12117,4,2805.975076,34000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,DLF Phase 1 Arjun Marg,15278,4,3599.947637,55000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Sector 43,11688,4,2772.073922,32400000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Unitech Cedar Crest,12800,3,2500,32000000,Ready to Move,New Property,
2,Flat,,1,NA,Delhi,Dakshinpuri New Delhi,21399,2,243.0020094,5200000,Ready to Move,Resale,
1,Flat,,1,NA,Ghaziabad,Vaishali Sector 5,4935,1,557.2441743,2750000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Ghaziabad Road,7306,2,520.1204489,3800000,Ready to Move,Resale,
5,Flat,,2,NA,Ghaziabad,Krishna Nagar,3556,5,1687.289089,6000000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Saubhagya Puram,NA,2,NA,3200000,,Resale,
1,Flat,Freehold,1,1,Delhi,Om Apartments,10909,1,550.0045834,6000000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Delhi,Hargobind Enclave,18889,3,1799.989412,34000000,Ready to Move,New Property,East
3,Flat,Freehold,4,2,Delhi,Pitampura,20833,3,2160.034561,45000000,Ready to Move,Resale,West
3,Flat,Leasehold,3,3,Noida,11th Avenue Gaur City 2,5776,3,1385.041551,8000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,3,Delhi,Brahma Apartments,11250,3,2000,22500000,Ready to Move,Resale,North - East
7,Flat,Leasehold,7,5,Noida,Sector 51 Noida,23225,7,1937.567277,45000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Ghaziabad,Migsun Roof,2699,2,815.1167099,2200000,Ready to Move,New Property,East
6,Flat,Freehold,6,4,Gurgaon,RWA Residential Society,16667,6,2999.940001,50000000,Ready to Move,Resale,South
1,Flat,Freehold,2,2,Delhi,DDA Sunveiw Apartments,12000,1,500,6000000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,2,Noida,Amrapali Silicon City,5932,2,1180.040459,7000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Gurgaon,Vatika Lifestyle Homes,6286,3,1749.920458,11000000,Ready to Move,Resale,East
2,Flat,Freehold,2,1,Ghaziabad,Sector 12 Pratap Vihar,5556,2,539.9568035,3000000,Ready to Move,Resale,West
3,Flat,Freehold,3,2,Gurgaon,Block H,12500,3,1800,22500000,Ready to Move,New Property,North - East
3,Flat,Freehold,3,2,Ghaziabad,Gyan Khand 4,4125,3,1600,6600000,Ready to Move,Resale,West
4,Flat,Freehold,3,3,Ghaziabad,Gyan Khand 4,5556,4,1799.856012,10000000,Ready to Move,Resale,North
3,Flat,Freehold,2,1,Ghaziabad,Judges Enclave,6181,3,1359.003398,8400000,Ready to Move,Resale,East
4,Flat,Freehold,3,1,Delhi,Madhuban Enclave,15870,4,2299.936988,36500000,Ready to Move,Resale,East
4,Flat,Freehold,4,3,Gurgaon,Sector 63A,10633,4,3761.873413,40000000,Ready to Move,New Property,East
4,Flat,Freehold,4,3,Delhi,Rajouri Garden,25000,4,1800,45000000,Ready to Move,New Property,East
3,Flat,Freehold,4,4,Delhi,DDA Flats Vasant Kunj,15000,3,2200,33000000,Ready to Move,Resale,North - West
3,Flat,Freehold,3,2,Gurgaon,M3M Crown Phase 1,9976,3,2105.052125,21000000,Poss. by Jan '26,Resale,East
1,Flat,,1,3,Noida,Sector 75,5366,1,614.9832277,3300000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Emaar Palm Heights,10465,3,1634.018156,17100000,Ready to Move,Resale,
3,Flat,,4,NA,Gurgaon,Bestech Park View City 2,7200,3,3125,22500000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,Niti Khand-Indirapuram,5782,3,1867.86579,10800000,Ready to Move,New Property,
3,Flat,,2,NA,Noida,Nirala Greenshire,5854,3,1451.998633,8500000,Ready to Move,Resale,
3,Flat,Freehold,4,2,Delhi,Anand Niketan,34211,3,1899.973693,65000000,Ready to Move,Resale,East
4,Flat,Leasehold,4,4,Delhi,Malviya Nagar,11721,4,2132.923812,25000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,4,Noida,Fusion The Brook,4750,3,1534.736842,7290000,Poss. by Jun '25,Resale,West
4,Flat,Freehold,4,5,Gurgaon,DLF New Town Heights 2,6345,4,2364.066194,15000000,Ready to Move,Resale,North
1,Flat,Leasehold,1,1,Ghaziabad,Pandav Nagar,3419,1,584.9663644,2000000,Ready to Move,Resale,East
2,Flat,Freehold,2,1,Ghaziabad,Ansal East End,2560,2,1250,3200000,Ready to Move,Resale,East
2,Flat,Leasehold,2,3,Ghaziabad,Radha Kunj,3059,2,849.9509644,2600000,Ready to Move,Resale,North
1,Flat,Freehold,1,2,Ghaziabad,Radha Kunj,7080,1,451.9774011,3200000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Delhi,Safdarjung Development Area,50000,4,2100,105000000,Ready to Move,New Property,North - East
3,Flat,Freehold,3,2,Delhi,New Friends Colony,18462,3,1624.959376,30000000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,2,Ghaziabad,Lal Kuan,2800,1,564.2857143,1580000,Ready to Move,Resale,East
3,Flat,Leasehold,2,3,Gurgaon,Sidhartha NCR One,4530,3,1434.878587,6500000,Ready to Move,Resale,North
3,Flat,Freehold,3,3,Gurgaon,Mayfield Garden,7826,3,2300.025556,18000000,Poss. by Dec '23,New Property,North
4,Flat,Freehold,4,1,Noida,Zeta 1,5388,4,2319.970304,12500000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,8,Noida,Spring Homes,6000,4,2800,16800000,Ready to Move,New Property,
2,Flat,,2,3,Gurgaon,Shree Vardhman Mantra,6545,2,800.6111536,5240000,Ready to Move,New Property,
2,Flat,,2,NA,Ghaziabad,Vaishali Sector 4,4174,2,1149.976042,4800000,Poss. by Dec '24,Resale,
3,Flat,,3,NA,Gurgaon,Sector 57,10562,3,1600.075743,16900000,Poss. by Nov '23,New Property,
3,Flat,,3,NA,Noida,Ivy County,12983,3,1656.011708,21500000,Ready to Move,New Property,
2,Flat,,2,NA,Ghaziabad,Ajnara Integrity,4969,2,1094.787684,5440000,Ready to Move,New Property,
3,Flat,,2,NA,Noida,Prateek Laurel,6859,3,1385.041551,9500000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Sushant Lok Phase 3,5020,3,1000,5020000,Ready to Move,Resale,
4,Flat,,3,NA,Gurgaon,Ghata,7333,4,1500.068185,11000000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Ghata,15634,2,709.9910452,11100000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Tw Celestial,3282,2,975.0152346,3200000,Ready to Move,New Property,
5,Flat,,6,NA,Delhi,Greater Kailash 2,23571,5,7000.127275,165000000,,New Property,
3,Flat,,2,NA,Delhi,DDA Flats,8621,3,1449.947802,12500000,,Resale,
2,Flat,Leasehold,2,2,Noida,ACE City,6422,2,1090.003114,7000000,Ready to Move,Resale,West
4,Flat,Leasehold,4,NA,Gurgaon,Bestech Park View Spa Next,7872,4,2350.101626,18500000,Ready to Move,Resale,North - East
3,Flat,Leasehold,4,2,Gurgaon,Bestech Park View Spa Next,7445,3,2458.02552,18300000,Ready to Move,Resale,North - East
10,Flat,Freehold,NA,1,Noida,Sector 41,18580,10,4305.705059,80000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,2,Gurgaon,DLF City Plot Phase 1,10333,3,1500.048389,15500000,Ready to Move,Resale,North - East
2,Flat,Co-operative Society,2,2,Noida,AIG Royal,5905,2,1049.957663,6200000,Ready to Move,New Property,North - East
3,Flat,Freehold,2,2,Delhi,Preet Vihar,14286,3,1259.974801,18000000,Ready to Move,New Property,East
4,Flat,Freehold,5,4,Delhi,Neeti Bagh,4462,4,26893.76961,120000000,Ready to Move,New Property,South - East
2,Flat,Freehold,2,5,Ghaziabad,Swarn Residency,6296,2,921.2198221,5800000,Ready to Move,Resale,West
3,Flat,Freehold,2,4,Ghaziabad,Neeti Khand 1,5415,3,1569.713758,8500000,Ready to Move,New Property,North - East
3,Flat,Freehold,3,1,Noida,Gaur City 2,4800,3,1562.5,7500000,Ready to Move,Resale,North - West
3,Flat,Leasehold,2,1,Ghaziabad,Rise Organic Ghar,6149,3,878.1915759,5400000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,5,Noida,Sector 62,10417,2,537.5827974,5600000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,2,Delhi,Parmarth Apartment,5682,3,2199.929602,12500000,Ready to Move,Resale,North - East
4,Flat,Freehold,5,2,Delhi,DLF One Midtown,5789,4,15546.72655,90000000,Poss. by Mar '24,New Property,East
3,Flat,Freehold,3,2,Noida,RWA Jalvayu Vihar,9406,3,1169.466298,11000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,5,Gurgaon,DLF The Primus,11888,3,1438.425303,17100000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Noida,Jaypee Greens Kalypso Court,5018,4,8469.509765,42500000,Ready to Move,Resale,East
3,Flat,,3,3,Delhi,Chittaranjan Park,31000,3,645.1612903,20000000,Ready to Move,New Property,
10,Flat,,NA,3,Delhi,Maharani Bagh,10577,10,29308.87775,310000000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Eros Wembley Estate,57500,2,191.3043478,11000000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Rajendra Park Block C,12630,2,236.7379256,2990000,Ready to Move,Resale,
4,Flat,,3,NA,Gurgaon,DLF Ultima Phase II,3871,4,9429.088091,36500000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,Mahagun Mascot,17000,3,352.9411765,6000000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Elevate,NA,3,NA,39000000,Ready to Move,Resale,
4,Flat,Freehold,3,1,Ghaziabad,Vasundhara Sector 3,6968,4,1076.349024,7500000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,4,Gurgaon,Park View City 1,10602,3,2075.080174,22000000,Ready to Move,Resale,North - West
3,Flat,Freehold,3,2,Faridabad,BPTP Park 81,5309,3,1450.367301,7700000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,3,Gurgaon,Ambience Mall,14500,4,6744.827586,97800000,Ready to Move,Resale,North - East
5,Flat,Freehold,5,2,Gurgaon,Ambience Mall,14500,5,7744.827586,112300000,Ready to Move,Resale,North - East
4,Flat,Freehold,3,1,Delhi,Park Royal Apartments,13542,4,2399.940925,32500000,Ready to Move,Resale,West
3,Flat,Leasehold,2,2,Delhi,Chhattarpur Enclave,2889,3,2249.913465,6500000,Ready to Move,Resale,East
3,Flat,Freehold,4,3,Gurgaon,Ireo Victory Valley,13821,3,2677.085594,37000000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Noida,RR Homes,2835,2,970.0176367,2750000,Ready to Move,New Property,South - East
2,Flat,Freehold,2,2,Delhi,Shiv Nagar,8333,2,900.0360014,7500000,Ready to Move,Resale,North
4,Flat,Freehold,5,3,Gurgaon,DLF Crest,34809,4,4021.948347,140000000,Ready to Move,Resale,North - East
6,Flat,Leasehold,5,3,Gurgaon,Om Nagar Sector 11,14444,6,1800.055386,26000000,Ready to Move,Resale,East
3,Flat,Freehold,3,5,Noida,ATS Pious Hideaways,8235,3,1615.057681,13300000,Poss. by Mar '24,Resale,North - East
1,Flat,Leasehold,1,1,Delhi,Shahdara,6667,1,449.9775011,3000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,3,Delhi,Pandav Nagar,5490,2,765.0273224,4200000,Ready to Move,Resale,
2,Flat,,2,3,Noida,Galaxy North Avenue,3568,2,924.8878924,3300000,Ready to Move,Resale,
4,Flat,,4,3,Gurgaon,IREO Skyon,13023,4,2818.09107,36700000,Ready to Move,Resale,
2,Flat,,1,3,Delhi,West Vinod Nagar,4600,2,500,2300000,Ready to Move,Resale,
3,Flat,,2,1,Delhi,Vasant Kunj,14375,3,1600,23000000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Sector 1,7233,3,1589.93502,11500000,Ready to Move,Resale,
7,Flat,,7,NA,Gurgaon,Surya Vihar Gurgaon,7500,7,4000,30000000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Chhattarpur,4667,1,449.9678594,2100000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Himvarsha Apartment,4444,1,1687.668767,7500000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Amrapali Village,5591,2,1073.153282,6000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Gaur City 1st Avenue,8974,2,685.3131268,6150000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Shree Vardhman Victoria,16097,3,1087.159098,17500000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Vijayant Enclave,13704,3,2553.998832,35000000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,Rohini Sector 16,NA,4,NA,18500000,,New Property,
3,Flat,Freehold,3,2,Delhi,New Rajendra Nagar,21111,3,1350.007105,28500000,Ready to Move,New Property,North
3,Flat,Freehold,3,3,Faridabad,Sector 31,6222,3,2250.08036,14000000,Ready to Move,New Property,South
6,Flat,Freehold,5,4,Ghaziabad,Raj Nagar,7639,6,7199.895274,55000000,Poss. by Dec '23,Resale,North - East
1,Flat,Freehold,1,3,Ghaziabad,Dlf Dilshad Plaza,4000,1,450,1800000,Ready to Move,Resale,South
1,Flat,Freehold,2,3,Ghaziabad,Vaishali Sector 2,4700,1,500,2350000,Ready to Move,Resale,East
4,Flat,Freehold,4,3,Gurgaon,Ardee City,5926,4,2699.96625,16000000,Ready to Move,Resale,East
2,Flat,Freehold,2,1,Noida,Ansal Plaza-Gr. Noida,3333,2,1350.135014,4500000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Noida,Beta 2 Block G,3315,3,1809.954751,6000000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,1,Faridabad,Sector 28,5556,4,3149.74802,17500000,Ready to Move,New Property,North - East
2,Flat,Freehold,2,3,Delhi,New Delhi,6479,2,463.0344189,3000000,Ready to Move,Resale,North
2,Flat,Freehold,2,3,Ghaziabad,KDP Grand Savana,4000,2,1250,5000000,Ready to Move,Resale,North - East
6,Flat,Leasehold,4,3,Delhi,Raghubarpura,15000,6,3000,45000000,Ready to Move,Resale,North
4,Flat,Freehold,4,1,Delhi,Raghubarpura New Delhi,8796,4,4320.145521,38000000,Ready to Move,Resale,East
4,Flat,Freehold,4,2,Delhi,Safdarjung Enclave,18333,4,3000.054546,55000000,Ready to Move,Resale,East
4,Flat,Leasehold,4,3,Ghaziabad,Neeti Khand 1,10135,4,2368.031574,24000000,Ready to Move,New Property,East
4,Flat,,4,2,Faridabad,Adore Legend,3222,4,1800.124146,5800000,Ready to Move,New Property,
3,Flat,,4,3,Noida,Paramount Floraville,5935,3,1684.919966,10000000,Ready to Move,Resale,
2,Flat,,2,10,Faridabad,KLJ Greens,3749,2,1387.036543,5200000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Aba Cherry County,7688,2,890.9989594,6850000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Shakti khand 1,6522,2,1149.954002,7500000,Poss. by Jan '26,Resale,
3,Flat,,3,NA,Gurgaon,Signature Global City 79B 1,7547,3,1325.029813,10000000,Ready to Move,New Property,
3,Flat,,2,NA,Noida,Radicon Vedantam Emporio,4727,3,1226.993865,5800000,Ready to Move,Resale,
10,Flat,,NA,NA,Noida,RWA Sector 39,18812,10,4305.762279,81000000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Raispur,3858,2,648.0041472,2500000,Ready to Move,Resale,
1,Flat,,1,NA,Ghaziabad,Raispur Ghaziabad,5406,1,490.1960784,2650000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,ACE Divino,7229,2,1244.985475,9000000,,Resale,
2,Flat,Freehold,2,3,Ghaziabad,Bankey Bihari Sharnam,3601,2,1194.112746,4300000,Ready to Move,Resale,North - East
3,Flat,Leasehold,2,4,Noida,Trident Embassy Reso,6600,3,1404.545455,9270000,Poss. by Mar '24,New Property,North - East
3,Flat,Leasehold,4,5,Gurgaon,Essel Towers,9333,3,2357.227044,22000000,Ready to Move,Resale,North - West
3,Flat,Freehold,3,3,Gurgaon,M3M Marina,12222,3,1325.478645,16200000,Ready to Move,Resale,North
9,Flat,Freehold,9,3,Gurgaon,Patel Nagar,4255,9,2585.19389,11000000,Ready to Move,Resale,South
2,Flat,Freehold,2,2,Gurgaon,Emaar MGF Palm Studios,2578,2,6400.310318,16500000,Ready to Move,Resale,East
3,Flat,Freehold,2,2,Gurgaon,Signature Global Park 4 and 5,3810,3,2152.230971,8200000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,3,Faridabad,Sector 83,6937,3,836.0962952,5800000,Ready to Move,Resale,North
2,Flat,Freehold,3,3,Ghaziabad,Raispur Ghaziabad,17280,2,231.4814815,4000000,Ready to Move,Resale,North - East
3,Flat,Leasehold,2,1,Noida,Sikka Kimantra Greens,6449,3,1457.590324,9400000,Poss. by Nov '23,Resale,East
4,Flat,Leasehold,4,1,Gurgaon,Bestech Park View Spa,8889,4,6074.924063,54000000,Ready to Move,Resale,North - East
